street,seq,cross_street,left_no,right_no,page
BANK,8,Broadway &quot;,,101,758
BANK,9,Regester,110,119,758
BANK,10,Ann /*,,139,758
BANK,11,Durham •*',148,155,758
BANK,12,Wolfe,166,167,758
BANK,13,Chapel,186,185,758
BANK,14,Washington,206,199,758
BANK,15,Castle,238,229,758
BANK,16,Chester,264,255,758
BANK,17,Gist,,,758
BANK,18,East av ' ■i,,,758
BARRE,1,whf,2,1,758
SEWING MACHINE,1,J,,,758
SEWING MACHINE,2,Charles,34,35,759
SEWING MACHINE,3,Hauover,48,57,759
SEWING MACHINE,4,Sharp,82,71,759
SEWING MACHINE,5,Howard,108,93,759
SEWING MACHINE,6,Eutaw,110,113,759
SEWING MACHINE,7,L. Greene,132,129,759
SEWING MACHINE,8,Warner,182,181,759
SEWING MACHINE,9,Fremont,236,237,759
"BETHEL, (N)",1,Fayette,71,,759
"BETHEL, (N)",2,MuUikia,97,,759
"BETHEL, (N)",3,Jefferson,147,144,759
"BETHEL, (N)",4,McElderry,143,186,759
"BETHEL, (N)",5,Milliman,,,759
"BETHEL, (N)",6,Madison,,,759
"BIDDLE, (W)",1,falls,,,759
"BIDDLE, (W)",2,St. Paul,,,759
"BIDDLE, (W)",3,Decker,,,759
"BIDDLE, (W)",4,Cathedral,,,759
"BIDDLE, (W)",5,al,,1,759
"BIDDLE, (W)",6,purposes. Sales Room,,,759
"BIDDLE, (W)",7,Park av,,23,759
"BIDDLE, (W)",8,Bolton,,55,759
"BIDDLE, (W)",9,Garden or Linden av,,87,759
"BIDDLE, (W)",10,Eutaw,,115,759
"BIDDLE, (W)",11,Morris al,,135,759
"BIDDLE, (W)",12,Madison,138,143,759
"BIDDLE, (W)",13,McCulloh,,153,759
"BIDDLE, (W)",14,Little Monument,172,,759
"BIDDLE, (W)",15,Druid Hill av,182,183,759
"BIDDLE, (W)",16,Elder al,190,,759
"BIDDLE, (W)",17,Tessier,234,,759
"BIDDLE, (W)",18,Biddle al,,251,759
"BIDDLE, (W)",19,Pennsylvania av,242,261,759
"BIDDLE, (W)",20,Walsh,,285,759
"BIDDLE, (W)",21,George,272,295,759
"BIDDLE, (E)",1,Jones' falls,,,759
"BIDDLE, (E)",2,Constitution,,,759
"BIDDLE, (E)",3,Greenmount av,,,759
"BIDDLE, (E)",4,McKim,,,759
"BIDDLE, (E)",5,Ensor,,,759
"BIDDLE, (E)",6,Harford av,,,759
"BIDDLE, (E)",7,Aisquith,240,237,759
"BIDDLE, (E)",8,Somerset,,249,759
"BIDDLE, (E)",9,Central av,,265,759
"BIDDLE, (E)",10,Eden,262,293,759
"BIDDLE, (E)",11,Caroline,268,317,759
"BIDDLE, (E)",12,Dallas,,,759
"BIDDLE, (E)",13,To East av,,,759
BINNEY,1,Patapsco,,,759
BLOOMINGDALE ROAD,1,road,,,759
"BOND, (N)",1,Hampstead,30,,759
"BOND, (N)",2,Fayette,66,63,759
"BOND, (N)",3,Mullikin,100,,759
"BOND, (N)",4,Orleans,110,87,759
"BOND, (N)",5,Jefferson,134,113,759
"BOND, (N)",6,Walker,,133,759
"BOND, (N)",7,McElderry,166,211,759
"BOND, (N)",8,Monument,200,,759
"BOND, (N)",9,Milliman,208,,759
"BOND, (N)",10,Madison,228,,759
"BOND, (N)",11,Chew,,,759
"BOND, (N)",12,Barnes,,237,759
"BOND, (N)",13,Eager,,257,759
"BOND, (N)",14,Gay,,,759
"BOND, (N)",15,To Northern av,,,759
"BOND,(S)",1,See p. 4. Advt,181,,759
BOSTON,1,Chester,5,20,760
BOSTON,2,Windsor,49,,760
BOSTON,3,Gwynn,67,,760
BOSTON,4,Leakin,83,,760
BOSTON,5,Concord,109,,760
BOSTON,6,Hudson,,,760
BOSTON,7,O'Donnell,193,,760
BOSTON,8,Chesapeake,217,,760
BOSTON,9,East av,,,760
BOULDIN AL,1,and Division,,,760
BOWLY'S WHARF,1,South-st,,,760
BRANNAN CT,1,*,,,760
"BROADWAY, (N)",1,Fayette,56,63,760
"BROADWAY, (N)",2,Orleans,84,99,760
"BROADWAY, (N)",3,Madison,,,760
"BROADWAY, (N)",4,Northern av,,,760
"BROADWAY, (S)",1,Baltimore,2,1,760
"BROADWAY, (S)",2,Lombard,24,37,760
"BROADWAY, (S)",3,Pratt,54,63,760
SMITH BROS,1,Gough,96,103,760
SMITH BROS,2,Bank,114,129,760
SMITH BROS,3,Eastern av,148,149,760
SMITH BROS,4,Canton av,184,179,760
SMITH BROS,5,Aliceanna,220,207,760
SMITH BROS,6,Shakspear,,229,760
SMITH BROS,7,Lancaster,258,239,760
SMITH BROS,8,Thames,272,253,760
"BROADWAY, LITTLE",1,"Charles, S of Cross",,,760
BROWN'S WHARF,1,Franklin,,327,760
BYRD,1,"wharf to Commerce, S",,,760
CALVERT (N;,1,Fayette,12,13,760
CALVERT (N;,2,Lexington,26,27,760
CALVERT (N;,3,Saratoga,,59,760
CALVERT (N;,4,Pleasant,82,81,760
CALVERT (N;,5,Mulberry,92,,760
CALVERT (N;,6,Foundry,,103,760
CALVERT (N;,7,Franklin,126,,760
CALVERT (N;,8,Centre,170,131,760
CALVERT (N;,9,Madison,192,193,760
CALVERT (N;,10,Read,214,,760
CALVERT (N;,11,Eager,250,249,760
CALVERT (S),1,Water,37,30,760
CALVERT (S),2,Matthews,46,,760
CAMDEN,1,whf,2,1,760
CAMDEN,2,Charles,18,27,760
CAMDEN,3,Hanover,42,37,760
CAMDEN,4,Howard,102,101,760
CAMDEN,5,Eutaw,,125,760
CAMDEN,6,Men and Boys',,,760
CANTON AV,1,Falls,2,,761
CANTON AV,2,Albemarle,,1,761
CANTON AV,3,Exeter,,,761
CANTON AV,4,Central av,,,761
CANTON AV,5,Eden,150,,761
CANTON AV,6,Spring,168,,761
CANTON AV,7,Caroline,184,141,761
CANTON AV,8,Bethel,228,229,761
CANTON AV,9,Broadway,246,251,761
CANTON AV,10,Wolfe,316,325,761
CANTON AV,11,Chapel,332,345,761
CANTON AV,12,Washington,346,365,761
CANTON AV,13,Castle,356,393,761
CANTON AV,14,Cambridge,,,761
CANTON AV,15,Choptank,414,,761
CANTON AV,16,Gist,464,439,761
CANTON AV,17,To East av,,,761
CAROLINE (N),1,Baltimore,2,1,761
CAROLINE (N),2,Hampstead,18,19,761
CAROLINE (N),3,Fayette,,55,761
CAROLINE (N),4,Holland,50,,761
CAROLINE (N),5,Mullikin,80,79,761
CAROLINE (N),6,Orleans,89,93,761
CAROLINE (N),7,Jefferson,124,125,761
CAROLINE (N),8,McElderry,164,149,761
CAROLINE (N),9,Monument,210,,761
CAROLINE (N),10,Milliman,,177,761
CAROLINE (N),11,Madison,228,185,761
CAROLINE (N),12,Chew,254,213,761
CAROLINE (N),13,Gay,,,761
CAROLINE (N),14,Anthony,242,,761
CAROLINE (N),15,Eager,,249,761
CAROLINE (N),16,Chase,290,289,761
CAROLINE (N),17,Biddle,312,311,761
CAROLINE (N),18,Northern av,,,761
CAROLINE (S),1,Baltimore,4,1,761
CAROLINE (S),2,Lombard,36,23,761
CAROLINE (S),3,Pratt,66,51,761
CAROLINE (S),4,Gough,130,103,761
CAROLINE (S),5,Bank,174,131,761
CAROLINE (S),6,Eastern av,208,165,761
CAROLINE (S),7,Canton av,,195,761
CAROLINE (S),8,Aliceanna,256,255,761
CAROLINE (S),9,"Marble Hall, 38 and",,,761
CAROLINE CT,1,line,,,761
CAROLINE AL,1,timore,,,761
CARROLL,1,Nanticoke,,,761
CASTLE,1,more Pi of Washington,,,761
CATHEDRAL,1,Mulberry,2,,761
CATHEDRAL,2,Monument,50,71,761
CATHEDRAL,3,Madison,68,77,761
CATHEDRAL,4,Richmond,86,,761
CATHEDRAL,5,al,102,,761
CATHEDRAL,6,Tyson,148,,761
CATHEDRAL,7,Chase,,111,761
CATHEDRAL,8,Oliver,,327,761
CATHEDRAL,9,Federal,368,,761
CATHEDRAL,10,Northern av,,,761
CENTRAL AV (N),1,Hampstead,,,761
CENTRAL AV (N),2,Fayette,,35,761
CENTRAL AV (N),3,Jackson,34,,761
CENTRAL AV (N),4,Holland,38,41,761
CENTRAL AV (N),5,May,,43,761
CENTRAL AV (N),6,Mullikin,68,61,761
CENTRAL AV (N),7,Orleans,82,75,761
CENTRAL AV (N),8,Jefferson,108,107,761
CENTRAL AV (N),9,McElderry,158,147,761
CENTRAL AV (N),10,Edward,168,,761
CENTRAL AV (N),11,Monument,178,195,761
CENTRAL AV (N),12,Gay,,,761
CENTRAL AV (N),13,Madison,188,235,761
CENTRAL AV (N),14,St. James,202,,761
CENTRAL AV (N),15,Chew,218,265,761
CENTRAL AV (N),16,Eager,254,289,761
CENTRAL AV (N),17,Chase,300,,761
CENTRAL AV (N),18,Biddle,302,,761
CENTRAL AV (N),19,John,,395,761
CENTRAL AV (N),20,Hoffman,,431,761
CENTRAL AV (S),1,Lombard,44,19,761
CENTRAL AV (S),2,Granby,,,761
CENTRAL AV (S),3,Street,40,,761
CENTRE (W),1,Falls,,,762
CENTRE (W),2,HoUiday,,1,762
CENTRE (W),3,North,2,23,762
CENTRE (W),4,Davis,,,762
CENTRE (W),5,Calvert,48,49,762
CENTRE (W),6,St. Paul,60,67,762
CENTRE (W),7,Charles,78,,762
CENTRE (W),8,Cathedral,,,762
CENTRE (W),9,Plover al,,,762
CENTRE (W),10,Park,88,,762
CENTRE (W),11,To Howard,100,,762
CENTRE (E),1,to Front,,,762
CHARLES (N),1,Fayette,14,,762
CHARLES (N),2,Lexington,34,33,762
CHARLES (N),3,Barnet,54,,762
CHARLES (N),4,Saratoga,66,55,762
CHARLES (N),5,Pleasant,86,87,762
CHARLES (N),6,Mulberry,,101,762
CHARLES (N),7,Franklin,,,762
CHARLES (N),8,Hamilton,124,123,762
CHARLES (N),9,Centre,140,137,762
CHARLES (N),10,Mt Vernon place,152,147,762
CHARLES (N),11,Madison,,153,762
CHARLES (N),12,Read,220,183,762
CHARLES (N),13,Eager,240,233,762
CHARLES (N),14,To Northern av,,,762
CHARLES (S),1,Baltimore,1,1,762
CHARLES (S),2,German,,14,762
CHARLES (S),3,Lombard,45,46,762
CHARLES (S),4,Balderston,55,,762
CHARLES (S),5,Pratt,83,84,762
CHARLES (S),6,Camden,99,102,762
CHARLES (S),7,Conway,,124,762
CHARLES (S),8,Barry,155,160,762
CHARLES (S),9,Lee,185,186,762
CHARLES (S),10,York,201,194,762
CHARLES (S),11,Hill,213,210,762
CHARLES (S),12,Hughes,233,232,762
CHARLES (S),13,Montgomery,245,250,762
CHARLES (S),14,Henrietta,273,280,762
CHARLES (S),15,Hamburg,309,320,762
CHARLES (S),16,Cross,369,366,762
CHARLES (S),17,Brown,381,,762
CHARLES (S),18,West,415,412,762
CHARLES (S),19,To River,,,762
CHARLES (S),20,GIESE &amp;,,,762
CHASE,1,"Falls, S of Biddle",,,762
CHASE,2,Falls,,,762
CHASE,3,av,,,762
CHASE,4,JIcKim,,,762
CHASE,5,av,,,762
CHASE,6,Aisquith,240,231,762
CHASE,7,Somerset,244,247,762
CHASE,8,Central av,,255,762
CHASE,9,Eden,264,,762
CHASE,10,Caroline,,,762
CHASE,11,Dallas,306,257,762
CHASE,12,Bond,328,269,762
CHASE,13,Bethel,334,275,762
CHESAPEAKE,1,Patapsco,,,762
CHESTER (S),1,Baltimore,,6,762
CHESTER (S),2,Pratt,,110,762
CHESTER (S),3,Gough,73,88,762
CHESTER (S),4,Bank,119,138,762
CHESTER (S),5,Eastern av,173,,762
CHESTER (S),6,Canton av,205,,762
CHESTER (S),7,Boston,,,762
CHESTER (S),8,Aliceanna,,,762
CHEW,1,av,2,1,762
CHEW,2,Aisquith,52,51,762
CHEW,3,Somerset,68,69,762
CHEW,4,av,92,95,762
CHEW,5,Eden,116,,762
CHEW,6,Caroline,135,,762
CHEW,7,Dallas,,,762
CHEW,8,Bond,,,762
CHEW,9,East av,,,762
CHOPTANK,1,from 475 E Baltimore,,,762
CITY AVENUE,1,of Canton,,,762
COLUMBIA,1,Greene,,37,763
COLUMBIA,2,Emory,,75,763
COLUMBIA,3,Fremont,114,137,763
COLUMBIA,4,Sterrett,168,199,763
COLUMBIA,5,Scott,202,235,763
COLUMBIA,6,Wyeth,224,,763
COLUMBIA,7,Walker,240,,763
COLUMBIA,8,Parkin,248,,763
COLUMBIA,9,Poppleton,,349,763
COLUMBIA,10,Amity,,367,763
CONSTITUTION,1,wall,,,763
"CONSTITUTION, LITTLE",1,E of Falls,,,763
CONWAY,1,Light-st whf,2,1,763
CONWAY,2,Charles,20,13,763
CONWAY,3,Hanover,34,31,763
CONWAY,4,Sharp,48,49,763
CONWAY,5,Howard,72,67,763
CONWAY,6,Eutaw,,9,763
CONWAY,7,L. Paca,,97,763
CONWAY,8,L. Greene,142,137,763
CONWAY,9,Warner,196,195,763
CONWAY,10,Fremont,246,247,763
CORDERY'S WHARF,1,and Philpot,,,763
COURT HOUSE LA,1,Court house,,,763
COURT HOUSE LA,2,for Eosendale Cement,,,763
COURT ROW W,1,die,,,763
COURTLAND,1,Pleasant,36,41,763
COURTLAND,2,Franklin,76,75,763
COURTLAND,3,"Lexington, W of Fremont",,,763
DALLAS (N),1,Mullikin,54,,763
DALLAS (N),2,Orleans,62,85,763
DALLAS (N),3,Jefferson,96,119,763
DALLAS (N),4,McElderry,124,143,763
DALLAS (N),5,Monument,,175,763
DALLAS (N),6,Madison,152,193,763
DALLAS (N),7,Chew,,,763
DALLAS (N),8,Gay,,,763
DALLAS (N),9,Eager,224,251,763
DALLAS (N),10,Chase,,,763
DALLAS (N),11,Biddle,,,763
DALLAS (N),12,To Northern av,,,763
DALLAS (S),1,Baltimore,2,,763
DALLAS (S),2,Lombard,44,33,763
DALLAS (S),3,Gough,136,133,763
DALLAS (S),4,Bank,154,155,763
DALLAS (S),5,Eastern av,188,189,763
DALLAS (S),6,Canton av,228,223,763
DALLAS (S),7,Aliceanna,242,245,763
DALLAS (S),8,Lancaster,284,277,763
DIAMOND,1,Spear's Wharf,,21,763
DRUID HILL AV,1,Howard,,1,764
DRUID HILL AV,2,Jasper,32,,764
DRUID HILL AV,3,Paca,,59,764
DRUID HILL AV,4,St. Mary's,54,63,764
DRUID HILL AV,5,Orchard,68,83,764
DRUID HILL AV,6,Biddle,104,109,764
DRUID HILL AV,7,Union,126,,764
DRUID HILL AV,8,Preston ^,158,163,764
DRUID HILL AV,9,Oxford,176,,764
DRUID HILL AV,10,Hoffman,196,195,764
DRUID HILL AV,11,Lanvale,260,273,764
DRUID HILL AV,12,Northern av,,,764
DURHAM (S),1,av,210,211,764
DURHAM (S),2,av,232,253,764
DURST AL,1,E,,,764
EAGER (E),1,Falls,26,15,764
EAGER (E),2,av,86,91,764
EAGER (E),3,av,,173,764
EAGER (E),4,av,248,249,764
EAGER (E),5,AND BAKER,,,764
EAGER (E),6,Caroline *,,327,764
EAGER (E),7,av,,,764
EAGER (E),8,Bond,334,335,764
EAGER (E),9,Bethel,,,764
EAGER (E),10,Broadway,376,385,764
EAGER (E),11,East av,,,764
EASTERN AV,1,Falls av,,,764
EASTERN AV,2,Falls av,16,,764
EASTERN AV,3,av,114,115,764
EASTERN AV,4,East av,,,764
EDEN (N),1,Baltimore,2,1,764
EDEN (N),2,Hampstead,14,15,764
EDEN (N),3,Fayette,40,39,764
EDEN (N),4,Holland,,53,764
EDEN (N),5,May,64,69,764
EDEN (N),6,Mullikin,80,87,764
EDEN (N),7,Orleans,100,105,764
EDEN (N),8,Jefferson,140,141,764
EDEN (N),9,McElderry,182,169,764
EDEN (N),10,Monument,216,211,764
EDEN (N),11,Madison,,245,764
EDEN (N),12,Gay,238,,764
EDEN (N),13,Chew,240,253,764
EDEN (N),14,Anthony,,263,764
EDEN (N),15,Eager,278,,764
EDEN (N),16,Chase,334,273,764
EDEN (N),17,Biddle,,,764
EDEN (N),18,John,,,764
EDEN (N),19,To Northern av,,,764
EDEN (S),1,Baltimore,4,5,764
EDEN (S),2,Lombard,,35,764
EDEN (S),3,Pratt,60,61,764
EDEN (S),4,Gough,112,111,764
EDEN (S),5,Bank,148,155,764
EDEN (S),6,Eastern av,176,,764
EDEN (S),7,Canton av,182,,764
EUTAW(N),1,Hill av,170,171,765
EUTAW(N),2,Mary,220,,765
EUTAW(N),3,Northern av,,,765
EUTAW(N),4,S from 363 W Baltimore,,,765
EUTAW(N),5,Baltimore,1,2,765
EUTAW(N),6,German,5,8,765
EUTAW(N),7,Lombard,23,32,765
EUTAW(N),8,King,33,44,765
EUTAW(N),9,Pratt,53,56,765
EUTAW(N),10,Dover,55,68,765
EUTAW(N),11,West al,,90,765
EUTAW(N),12,Montgomery,221,216,765
EXCHANGE AL,1,purposes. Sales Room,,,765
EXCHANGE PLACE,1,Lombard,,,765
EXETER (N,1,Fayette,18,19,765
EXETER (N,2,Low,120,125,765
EXETER (N,3,Gay,140,143,765
EXETER (N,4,Front,208,215,765
EXETER (S),1,Baltimore,2,1,765
EXETER (S),2,Lombard,22,29,765
EXETER (S),3,Granby,30,45,765
EXETER (S),4,Stiles,60,81,765
EXETER (S),5,av,116,135,765
EXETER (S),6,av,,145,765
EXETER (S),7,P,,,765
FAWN,1,Falls,,,765
FAWN,2,av,62,,765
FAYETTE (W),1,Jones Falls,2,1,765
FAYETTE (W),2,Harrison,5,12,765
FAYETTE (W),3,Frederick,27,28,765
FAYETTE (W),4,Gay,31,36,765
FAYETTE (W),5,Holliday,36,,765
FAYETTE (W),6,North,46,45,765
FAYETTE (W),7,Paul,68,61,765
FAYETTE (W),8,See p. 4. Advt,181,,765
FAYETTE (W),9,Calverton Road,,,766
FAYETTE (E),1,Falls,2,1,766
FAYETTE (E),2,Front,14,17,766
FAYETTE (E),3,High,28,35,766
FAYETTE (E),4,av,150,155,766
FAYETTE (E),5,^,264,281,766
FAYETTE (E),6,Gist,,559,766
FAYETTE (E),7,East aT&gt;,,,766
FEDERAL,1,from 127 Thames,,,766
FISH MARKET SPACE,1,N of Hawk,,,766
FRANKLIN,1,Jones Falls,,,766
FRANKLIN,2,Holliday,,,766
FRANKLIN,3,North,,,766
FRANKLIN,4,Davis,,,766
FRANKLIN,5,Calvert,2,1,766
FRANKLIN,6,Courtland,,9,766
FRANKLIN,7,St. Paul,26,23,766
FRANKLIN,8,Charles,40,37,766
FRANKLIN,9,Cathedral,64,53,766
FRANKLIN,10,Park,82,65,766
FRANKLIN,11,Howard,100,91,766
FRANKLIN,12,State,104,101,766
FRANKLIN,13,Eutaw,124,117,766
FRANKLIN,14,Jasper,138,129,766
FRANKLIN,15,Paca,152,143,766
SMITH BROS,1,*,218,237,766
SMITH BROS,2,Oregon,480,479,766
SMITH BROS,3,Northern av,,,766
FRANKLIN SQUARE,1,and Calhoun,,,766
FREDERICK AV,1,Calverton road,,,766
FREMONT (N),1,Baltimore,2,1,766
FREMONT (N),2,Raborg,8,11,766
FREMONT (N),3,Favette,18,19,766
FREMONT (N),4,Vine,28,33,766
FREMONT (N),5,Lexington,50,43,766
FREMONT (N),6,Saratoga,96,91,766
FREMONT (N),7,Sarah Ann,108,109,766
FREMONT (N),8,Mulberry,124,125,766
FREMONT (N),9,Peirce,144,147,766
FREMONT (N),10,Franklin,170,163,766
FREMONT (N),11,Thompson,180,,766
FREMONT (N),12,George,,201,766
FREMONT (N),13,Adams,280,,766
FREMONT (N),14,Lanvale,310,301,766
FREMONT (N),15,Townsend,332,355,766
FREMONT (N),16,Mosher,360,393,766
FREMONT (N),17,Tenant,410,437,766
FREMONT (N),18,Winchester,496,497,766
FREMONT (N),19,Cooke,586,571,766
FREMONT (N),20,Lorman,612,595,766
FREMONT (N),21,To Penna. av,632,,766
FREMONT (S),1,Baltimore,8,11,766
FREMONT (S),2,German,16,,766
FREMONT (S),3,Lombard,,27,766
FREMONT (S),4,King,,,766
FREMONT (S),5,Pratt,70,55,766
FREMONT (S),6,Dover,74,63,766
FREMONT (S),7,McHenry,,77,766
FREMONT (S),8,Haw,108,,766
FREMONT (S),9,Ramsay,,101,766
FREMONT (S),10,Columbia,142,117,766
FREMONT (S),11,Eislein,148,113,766
FREMONT (S),12,Paca,150,139,766
FREMONT (S),13,Conway,180,,766
FREMONT (S),14,Barre,194,,766
FREMONT (S),15,Lee,202,,766
FREMONT (S),16,L. Montgoinw-y,218,,766
FREMONT (S),17,Eutaw ',,,766
FRENCH,1,Men and Boys',,,766
FRONT (N),1,Baltimore,1,2,767
FRONT (N),2,Fayette,13,14,767
FRONT (N),3,Low,73,100,767
FRONT (N),4,Ga3',93,130,767
FRONT (N),5,Hillen,129,156,767
FRONT (N),1,High,,41,767
FRONT (N),2,Centre,52,,767
FRONT (N),3,Constitution,62,,767
FRONT (N),4,Exeter,,67,767
FRONT (N),5,Cbesnut,110,89,767
FRONT (N),6,East,,103,767
FRONT (N),7,Forrest,158,115,767
FULTON,1,Mount,,,767
FURNACE AL,1,G,,,767
GARDEN,1,Madison,26,23,767
GARDEN,2,Biddle,114,119,767
GARDEN,3,intersection of Linden,,,767
GAY (N),1,Baltimore,2,1,767
GAY (N),2,Fayette,18,19,767
GAY (N),3,Frederick,,63,767
GAY (N),4,Harrison,,79,767
GAY (N),5,Front,103,101,767
GAY (N),6,High,140,131,767
GAY (N),7,Exeter,170,153,767
GAY (N),8,Chesnut,190,169,767
GAY (N),9,East,206,203,767
GAY (N),10,Forrest,226,231,767
GAY (N),11,Mott,242,,767
GAY (N),12,Aisquith,341,,767
GAY (N),13,Monument,330,355,767
GAY (N),14,Central av,,,767
GAY (N),15,Madison,384,397,767
GAY (N),16,Eden,,415,767
GAY (N),17,Chew,426,447,767
GAY (N),18,Caroline,,475,767
GAY (N),19,Dallas,,,767
GAY (N),20,Eager,498,,767
GAY (N),21,Bond,524,507,767
GAY (N),22,Broadway,,,767
GAY (S),1,"Marble Hall, 38",,,767
GEORGE,1,avenue,,,767
GEORGE AL,1,of Penna av,,,767
GERMAN,1,Hanover,17,20,767
GERMAN,2,Sharp,35,,767
GERMAN,3,Liberty,39,,767
GERMAN,4,Howard,47,40,767
GERMAN,5,Eutew,,70,767
GERMAN,6,Paca,109,90,767
GERMAN,7,Greene,,110,767
GERMAN,8,Penn,163,,767
GERMAN,9,Pine,,184,767
GERMAN,10,Fremont,227,242,767
GOODMAN AL,1,Harford av,,,767
GOODMAN AL,2,from Sharp N of Fayette,,,767
GOUGH,1,Granby,2,1,767
GOUGH,2,Pratt,21,,767
GOUGH,3,Stiles,,,767
GOUGH,4,Central av,24,13,767
GOUGH,5,Eden,36,17,767
GOUGH,6,Spring,54,43,767
GOUGH,7,Caroline,72,55,767
GOUGH,8,Dallas,84,65,767
GOUGH,9,Bond,96,77,767
GOUGH,10,Bethel,108,91,767
GOUGH,11,Broadway,114,107,767
GOUGH,12,Regester,130,127,767
GOUGH,13,Ann,146,,767
GOUGH,14,Durham,168,153,767
GOUGH,15,Wolfe,,175,767
GOUGH,16,Chapel,200,193,767
GOUGH,17,Washington,208,213,767
GOUGH,18,Castle,326,239,767
GOUGH,19,Chester,,261,767
GOUGH,20,Gist,,,767
GOUGH,21,To East av,,,767
GRANBY,1,Jones' Falls,,1,767
GRANBY,2,Street,40,,767
"GREENE, LITTLE",1,Columbia,99,102,768
"GREENE, LITTLE",2,Paca,119,126,768
"GREENE, LITTLE",3,Conway,133,142,768
"GREENE, LITTLE",4,Wayne HAMILTON,141,152,768
"GREENE, LITTLE",5,Barre,149,162,768
"GREENE, LITTLE",6,Lee HAMMOND,167,176,768
"GREENE, (N)",1,HAMPSTEAD,,,768
"GREENE, (N)",2,HAMPSTEAD,2,1,768
"GREENE, (N)",3,Raborg,4,,768
"GREENE, (N)",4,HANOVER,22,21,768
"GREENE, (N)",5,Franklin,124,95,768
"GREENE, (S)",1,German,,10,768
"GREENE, (S)",2,Cider al,,28,768
"GREENE, (S)",3,Lombard,41,44,768
"GREENE, (S)",4,King,51,54,768
"GREENE, (S)",5,Pratt,71,68,768
"GREENE, (S)",6,Dover,83,,768
